,x,y,z
8402,0.034,2.99568982,-4.8
8403,0.0034,2.99962607,-4.7
8404,0.00034,2.980958443,-4.6
8405,3.40E-05,2.93256885,-4.5
8406,3.40E-06,2.854803087,-4.4
8407,3.40E-07,2.748497401,-4.3
8408,3.40E-08,2.614727267,-4.2
8409,3.40E-09,2.454831327,-4.1
8410,3.40E-10,2.270407485,-4
8411,3.40E-11,2.063298477,-3.9
8412,3.40E-12,1.835573673,-3.8
8413,3.40E-13,1.589508423,-3.7
8414,3.40E-14,1.32756133,-3.6
8415,3.40E-15,1.052349683,-3.5
8416,3.40E-16,0.766623306,-3.4
8417,3.40E-17,0.473237082,-3.3
8418,3.40E-18,0.17512243,-3.2
8419,3.40E-19,-0.124741987,-3.1
8420,3.40E-20,-0.423360024,-3
8421,3.40E-21,-0.717747988,-2.9
8422,3.40E-22,-1.00496445,-2.8
8423,3.40E-23,-1.282139641,-2.7
8424,3.40E-24,-1.546504115,-2.6
8425,3.40E-25,-1.795416432,-2.5
8426,3.40E-26,-2.026389542,-2.4
8427,3.40E-27,-2.237115637,-2.3
8428,3.40E-28,-2.425489211,-2.2
8429,3.40E-29,-2.5896281,-2.1
8430,3.40E-30,-2.72789228,-2
8431,3.40E-31,-2.838900263,-1.9
8432,3.40E-32,-2.921542893,-1.8
8433,3.40E-33,-2.974994431,-1.7
8434,3.40E-34,-2.998720809,-1.6
8435,3.40E-35,-2.99248496,-1.5
8436,3.40E-36,-2.95634919,-1.4
8437,3.40E-37,-2.890674556,-1.3
8438,3.40E-38,-2.796117258,-1.2
8439,3.40E-39,-2.67362208,-1.1
8440,3.40E-40,-2.524412954,-1
8441,3.40E-41,-2.349980729,-0.9
8442,3.40E-42,-2.152068273,-0.8
8443,3.40E-43,-1.932653062,-0.7
8444,3.40E-44,-1.69392742,-0.6
8445,3.40E-45,-1.438276616,-0.5
8446,3.40E-46,-1.168255027,-0.4
8447,3.40E-47,-0.88656062,-0.3
8448,3.40E-48,-0.596007992,-0.2
8449,3.40E-49,-0.29950025,-0.1
8450,3.40E-50,1.02E-49,0
8451,3.40E-51,0.29950025,0.1
8452,3.40E-52,0.596007992,0.2
8453,3.40E-53,0.88656062,0.3
8454,3.40E-54,1.168255027,0.4
8455,3.40E-55,1.438276616,0.5
8456,3.40E-56,1.69392742,0.6
8457,3.40E-57,1.932653062,0.7
8458,3.40E-58,2.152068273,0.8
8459,3.40E-59,2.349980729,0.9
8460,3.40E-60,2.524412954,1
8461,3.40E-61,2.67362208,1.1
8462,3.40E-62,2.796117258,1.2
8463,3.40E-63,2.890674556,1.3
8464,3.40E-64,2.95634919,1.4
8465,3.40E-65,2.99248496,1.5
8466,3.40E-66,2.998720809,1.6
8467,3.40E-67,2.974994431,1.7
8468,3.40E-68,2.921542893,1.8
8469,3.40E-69,2.838900263,1.9
8470,3.40E-70,2.72789228,2
8471,3.40E-71,2.5896281,2.1
8472,3.40E-72,2.425489211,2.2
8473,3.40E-73,2.237115637,2.3
8474,3.40E-74,2.026389542,2.4
8475,3.40E-75,1.795416432,2.5
8476,3.40E-76,1.546504115,2.6
8477,3.40E-77,1.282139641,2.7
8478,3.40E-78,1.00496445,2.8
8479,3.40E-79,0.717747988,2.9
8480,3.40E-80,0.423360024,3
8481,3.40E-81,0.124741987,3.1
8482,3.40E-82,-0.17512243,3.2
8483,3.40E-83,-0.473237082,3.3
8484,3.40E-84,-0.766623306,3.4
8485,3.40E-85,-1.052349683,3.5
8486,3.40E-86,-1.32756133,3.6
8487,3.40E-87,-1.589508423,3.7
8488,3.40E-88,-1.835573673,3.8
8489,3.40E-89,-2.063298478,3.9
8490,3.40E-90,-2.270407486,4
8491,3.40E-91,-2.454831333,4.1
8492,3.40E-92,-2.614727317,4.2
8493,3.40E-93,-2.74849781,4.3
8494,3.40E-94,-2.854806222,4.4
8495,3.40E-95,-2.932590353,4.5
8496,3.40E-96,-2.981073011,4.6
8497,3.40E-97,-2.999769773,4.7
8498,3.40E-98,-2.988493827,4.8
8499,3.40E-99,-2.947357838,4.9
8500,3.5,-2.99248496,-5
8501,0.35,2.960531576,-4.9
8502,0.035,2.995849079,-4.8
8503,0.0035,2.999621318,-4.7
8504,0.00035,2.980955068,-4.6
8505,3.50E-05,2.932568218,-4.5
8506,3.50E-06,2.854802995,-4.4
8507,3.50E-07,2.748497389,-4.3
8508,3.50E-08,2.614727266,-4.2
8509,3.50E-09,2.454831327,-4.1
8510,3.50E-10,2.270407485,-4
8511,3.50E-11,2.063298477,-3.9
8512,3.50E-12,1.835573673,-3.8
8513,3.50E-13,1.589508423,-3.7
8514,3.50E-14,1.32756133,-3.6
8515,3.50E-15,1.052349683,-3.5
8516,3.50E-16,0.766623306,-3.4
8517,3.50E-17,0.473237082,-3.3
8518,3.50E-18,0.17512243,-3.2
8519,3.50E-19,-0.124741987,-3.1
8520,3.50E-20,-0.423360024,-3
8521,3.50E-21,-0.717747988,-2.9
8522,3.50E-22,-1.00496445,-2.8
8523,3.50E-23,-1.282139641,-2.7
8524,3.50E-24,-1.546504115,-2.6
8525,3.50E-25,-1.795416432,-2.5
8526,3.50E-26,-2.026389542,-2.4
8527,3.50E-27,-2.237115637,-2.3
8528,3.50E-28,-2.425489211,-2.2
8529,3.50E-29,-2.5896281,-2.1
8530,3.50E-30,-2.72789228,-2
8531,3.50E-31,-2.838900263,-1.9
8532,3.50E-32,-2.921542893,-1.8
8533,3.50E-33,-2.974994431,-1.7
8534,3.50E-34,-2.998720809,-1.6
8535,3.50E-35,-2.99248496,-1.5
8536,3.50E-36,-2.95634919,-1.4
8537,3.50E-37,-2.890674556,-1.3
8538,3.50E-38,-2.796117258,-1.2
8539,3.50E-39,-2.67362208,-1.1
8540,3.50E-40,-2.524412954,-1
8541,3.50E-41,-2.349980729,-0.9
8542,3.50E-42,-2.152068273,-0.8
8543,3.50E-43,-1.932653062,-0.7
8544,3.50E-44,-1.69392742,-0.6
8545,3.50E-45,-1.438276616,-0.5
8546,3.50E-46,-1.168255027,-0.4
8547,3.50E-47,-0.88656062,-0.3
8548,3.50E-48,-0.596007992,-0.2
8549,3.50E-49,-0.29950025,-0.1
8550,3.50E-50,1.05E-49,0
8551,3.50E-51,0.29950025,0.1
8552,3.50E-52,0.596007992,0.2
8553,3.50E-53,0.88656062,0.3
8554,3.50E-54,1.168255027,0.4
8555,3.50E-55,1.438276616,0.5
8556,3.50E-56,1.69392742,0.6
8557,3.50E-57,1.932653062,0.7
8558,3.50E-58,2.152068273,0.8
8559,3.50E-59,2.349980729,0.9
8560,3.50E-60,2.524412954,1
8561,3.50E-61,2.67362208,1.1
8562,3.50E-62,2.796117258,1.2
8563,3.50E-63,2.890674556,1.3
8564,3.50E-64,2.95634919,1.4
8565,3.50E-65,2.99248496,1.5
8566,3.50E-66,2.998720809,1.6
8567,3.50E-67,2.974994431,1.7
8568,3.50E-68,2.921542893,1.8
8569,3.50E-69,2.838900263,1.9
8570,3.50E-70,2.72789228,2
8571,3.50E-71,2.5896281,2.1
8572,3.50E-72,2.425489211,2.2
8573,3.50E-73,2.237115637,2.3
8574,3.50E-74,2.026389542,2.4
8575,3.50E-75,1.795416432,2.5
8576,3.50E-76,1.546504115,2.6
8577,3.50E-77,1.282139641,2.7
8578,3.50E-78,1.00496445,2.8
8579,3.50E-79,0.717747988,2.9
8580,3.50E-80,0.423360024,3
8581,3.50E-81,0.124741987,3.1
8582,3.50E-82,-0.17512243,3.2
8583,3.50E-83,-0.473237082,3.3
8584,3.50E-84,-0.766623306,3.4
8585,3.50E-85,-1.052349683,3.5
8586,3.50E-86,-1.32756133,3.6
8587,3.50E-87,-1.589508423,3.7
8588,3.50E-88,-1.835573673,3.8
8589,3.50E-89,-2.063298478,3.9
8590,3.50E-90,-2.270407486,4
8591,3.50E-91,-2.454831333,4.1
8592,3.50E-92,-2.614727317,4.2
8593,3.50E-93,-2.74849781,4.3
8594,3.50E-94,-2.854806222,4.4
8595,3.50E-95,-2.932590353,4.5
8596,3.50E-96,-2.981073011,4.6
8597,3.50E-97,-2.999769773,4.7
8598,3.50E-98,-2.988493827,4.8
8599,3.50E-99,-2.947357838,4.9
8600,3.6,-2.95634919,-5
8601,0.36,2.955533345,-4.9
8602,0.036,2.996005341,-4.8
8603,0.0036,2.999616537,-4.7
8604,0.00036,2.980951693,-4.6
8605,3.60E-05,2.932567585,-4.5
8606,3.60E-06,2.854802902,-4.4
8607,3.60E-07,2.748497377,-4.3
8608,3.60E-08,2.614727264,-4.2
8609,3.60E-09,2.454831327,-4.1
8610,3.60E-10,2.270407485,-4
8611,3.60E-11,2.063298477,-3.9
8612,3.60E-12,1.835573673,-3.8
8613,3.60E-13,1.589508423,-3.7
8614,3.60E-14,1.32756133,-3.6
8615,3.60E-15,1.052349683,-3.5
8616,3.60E-16,0.766623306,-3.4
8617,3.60E-17,0.473237082,-3.3
8618,3.60E-18,0.17512243,-3.2
8619,3.60E-19,-0.124741987,-3.1
8620,3.60E-20,-0.423360024,-3
8621,3.60E-21,-0.717747988,-2.9
8622,3.60E-22,-1.00496445,-2.8
8623,3.60E-23,-1.282139641,-2.7
8624,3.60E-24,-1.546504115,-2.6
8625,3.60E-25,-1.795416432,-2.5
8626,3.60E-26,-2.026389542,-2.4
8627,3.60E-27,-2.237115637,-2.3
8628,3.60E-28,-2.425489211,-2.2
8629,3.60E-29,-2.5896281,-2.1
8630,3.60E-30,-2.72789228,-2
8631,3.60E-31,-2.838900263,-1.9
8632,3.60E-32,-2.921542893,-1.8
8633,3.60E-33,-2.974994431,-1.7
8634,3.60E-34,-2.998720809,-1.6
8635,3.60E-35,-2.99248496,-1.5
8636,3.60E-36,-2.95634919,-1.4
8637,3.60E-37,-2.890674556,-1.3
8638,3.60E-38,-2.796117258,-1.2
8639,3.60E-39,-2.67362208,-1.1
8640,3.60E-40,-2.524412954,-1
8641,3.60E-41,-2.349980729,-0.9
8642,3.60E-42,-2.152068273,-0.8
8643,3.60E-43,-1.932653062,-0.7
8644,3.60E-44,-1.69392742,-0.6
8645,3.60E-45,-1.438276616,-0.5
8646,3.60E-46,-1.168255027,-0.4
8647,3.60E-47,-0.88656062,-0.3
8648,3.60E-48,-0.596007992,-0.2
8649,3.60E-49,-0.29950025,-0.1
8650,3.60E-50,1.08E-49,0
8651,3.60E-51,0.29950025,0.1
8652,3.60E-52,0.596007992,0.2
8653,3.60E-53,0.88656062,0.3
8654,3.60E-54,1.168255027,0.4
8655,3.60E-55,1.438276616,0.5
8656,3.60E-56,1.69392742,0.6
8657,3.60E-57,1.932653062,0.7
8658,3.60E-58,2.152068273,0.8
8659,3.60E-59,2.349980729,0.9
8660,3.60E-60,2.524412954,1
8661,3.60E-61,2.67362208,1.1
8662,3.60E-62,2.796117258,1.2
8663,3.60E-63,2.890674556,1.3
8664,3.60E-64,2.95634919,1.4
8665,3.60E-65,2.99248496,1.5
8666,3.60E-66,2.998720809,1.6
8667,3.60E-67,2.974994431,1.7
8668,3.60E-68,2.921542893,1.8
8669,3.60E-69,2.838900263,1.9
8670,3.60E-70,2.72789228,2
8671,3.60E-71,2.5896281,2.1
8672,3.60E-72,2.425489211,2.2
8673,3.60E-73,2.237115637,2.3
8674,3.60E-74,2.026389542,2.4
8675,3.60E-75,1.795416432,2.5
8676,3.60E-76,1.546504115,2.6
8677,3.60E-77,1.282139641,2.7
8678,3.60E-78,1.00496445,2.8
8679,3.60E-79,0.717747988,2.9
8680,3.60E-80,0.423360024,3
8681,3.60E-81,0.124741987,3.1
8682,3.60E-82,-0.17512243,3.2
8683,3.60E-83,-0.473237082,3.3
8684,3.60E-84,-0.766623306,3.4
8685,3.60E-85,-1.052349683,3.5
8686,3.60E-86,-1.32756133,3.6
8687,3.60E-87,-1.589508423,3.7
8688,3.60E-88,-1.835573673,3.8
8689,3.60E-89,-2.063298478,3.9
8690,3.60E-90,-2.270407486,4
8691,3.60E-91,-2.454831333,4.1
8692,3.60E-92,-2.614727317,4.2
8693,3.60E-93,-2.74849781,4.3
8694,3.60E-94,-2.854806222,4.4
8695,3.60E-95,-2.932590353,4.5
8696,3.60E-96,-2.981073011,4.6
8697,3.60E-97,-2.999769773,4.7
8698,3.60E-98,-2.988493827,4.8
8699,3.60E-99,-2.947357838,4.9
8700,3.7,-2.890674556,-5
8701,0.37,2.950239563,-4.9
8702,0.037,2.996158607,-4.8
8703,0.0037,2.999611725,-4.7
8704,0.00037,2.980948318,-4.6
8705,3.70E-05,2.932566953,-4.5
8706,3.70E-06,2.85480281,-4.4
8707,3.70E-07,2.748497365,-4.3
8708,3.70E-08,2.614727263,-4.2
8709,3.70E-09,2.454831327,-4.1
8710,3.70E-10,2.270407485,-4
8711,3.70E-11,2.063298477,-3.9
8712,3.70E-12,1.835573673,-3.8
8713,3.70E-13,1.589508423,-3.7
8714,3.70E-14,1.32756133,-3.6
8715,3.70E-15,1.052349683,-3.5
8716,3.70E-16,0.766623306,-3.4
8717,3.70E-17,0.473237082,-3.3
8718,3.70E-18,0.17512243,-3.2
8719,3.70E-19,-0.124741987,-3.1
8720,3.70E-20,-0.423360024,-3
8721,3.70E-21,-0.717747988,-2.9
8722,3.70E-22,-1.00496445,-2.8
8723,3.70E-23,-1.282139641,-2.7
8724,3.70E-24,-1.546504115,-2.6
8725,3.70E-25,-1.795416432,-2.5
8726,3.70E-26,-2.026389542,-2.4
8727,3.70E-27,-2.237115637,-2.3
8728,3.70E-28,-2.425489211,-2.2
8729,3.70E-29,-2.5896281,-2.1
8730,3.70E-30,-2.72789228,-2
8731,3.70E-31,-2.838900263,-1.9
8732,3.70E-32,-2.921542893,-1.8
8733,3.70E-33,-2.974994431,-1.7
8734,3.70E-34,-2.998720809,-1.6
8735,3.70E-35,-2.99248496,-1.5
8736,3.70E-36,-2.95634919,-1.4
8737,3.70E-37,-2.890674556,-1.3
8738,3.70E-38,-2.796117258,-1.2
8739,3.70E-39,-2.67362208,-1.1
8740,3.70E-40,-2.524412954,-1
8741,3.70E-41,-2.349980729,-0.9
8742,3.70E-42,-2.152068273,-0.8
8743,3.70E-43,-1.932653062,-0.7
8744,3.70E-44,-1.69392742,-0.6
8745,3.70E-45,-1.438276616,-0.5
8746,3.70E-46,-1.168255027,-0.4
8747,3.70E-47,-0.88656062,-0.3
8748,3.70E-48,-0.596007992,-0.2
8749,3.70E-49,-0.29950025,-0.1
8750,3.70E-50,1.11E-49,0
8751,3.70E-51,0.29950025,0.1
8752,3.70E-52,0.596007992,0.2
8753,3.70E-53,0.88656062,0.3
8754,3.70E-54,1.168255027,0.4
8755,3.70E-55,1.438276616,0.5
8756,3.70E-56,1.69392742,0.6
8757,3.70E-57,1.932653062,0.7
8758,3.70E-58,2.152068273,0.8
8759,3.70E-59,2.349980729,0.9
8760,3.70E-60,2.524412954,1
8761,3.70E-61,2.67362208,1.1
8762,3.70E-62,2.796117258,1.2
8763,3.70E-63,2.890674556,1.3
8764,3.70E-64,2.95634919,1.4
8765,3.70E-65,2.99248496,1.5
8766,3.70E-66,2.998720809,1.6
8767,3.70E-67,2.974994431,1.7
8768,3.70E-68,2.921542893,1.8
8769,3.70E-69,2.838900263,1.9
8770,3.70E-70,2.72789228,2
8771,3.70E-71,2.5896281,2.1
8772,3.70E-72,2.425489211,2.2
8773,3.70E-73,2.237115637,2.3
8774,3.70E-74,2.026389542,2.4
8775,3.70E-75,1.795416432,2.5
8776,3.70E-76,1.546504115,2.6
8777,3.70E-77,1.282139641,2.7
8778,3.70E-78,1.00496445,2.8
8779,3.70E-79,0.717747988,2.9
8780,3.70E-80,0.423360024,3
8781,3.70E-81,0.124741987,3.1
8782,3.70E-82,-0.17512243,3.2
8783,3.70E-83,-0.473237082,3.3
8784,3.70E-84,-0.766623306,3.4
8785,3.70E-85,-1.052349683,3.5
8786,3.70E-86,-1.32756133,3.6
8787,3.70E-87,-1.589508423,3.7
8788,3.70E-88,-1.835573673,3.8
8789,3.70E-89,-2.063298478,3.9
8790,3.70E-90,-2.270407486,4
8791,3.70E-91,-2.454831333,4.1
8792,3.70E-92,-2.614727317,4.2
8793,3.70E-93,-2.74849781,4.3
8794,3.70E-94,-2.854806222,4.4
8795,3.70E-95,-2.932590353,4.5
8796,3.70E-96,-2.981073011,4.6
8797,3.70E-97,-2.999769773,4.7
8798,3.70E-98,-2.988493827,4.8
8799,3.70E-99,-2.947357838,4.9
8800,3.8,-2.796117258,-5
8801,0.38,2.944650759,-4.9
8802,0.038,2.996308877,-4.8
8803,0.0038,2.999606884,-4.7
8804,0.00038,2.980944942,-4.6
8805,3.80E-05,2.93256632,-4.5
8806,3.80E-06,2.854802718,-4.4
8807,3.80E-07,2.748497353,-4.3
8808,3.80E-08,2.614727261,-4.2
8809,3.80E-09,2.454831327,-4.1
8810,3.80E-10,2.270407485,-4
8811,3.80E-11,2.063298477,-3.9
8812,3.80E-12,1.835573673,-3.8
8813,3.80E-13,1.589508423,-3.7
8814,3.80E-14,1.32756133,-3.6
8815,3.80E-15,1.052349683,-3.5
8816,3.80E-16,0.766623306,-3.4
8817,3.80E-17,0.473237082,-3.3
8818,3.80E-18,0.17512243,-3.2
8819,3.80E-19,-0.124741987,-3.1
8820,3.80E-20,-0.423360024,-3
8821,3.80E-21,-0.717747988,-2.9
8822,3.80E-22,-1.00496445,-2.8
8823,3.80E-23,-1.282139641,-2.7
8824,3.80E-24,-1.546504115,-2.6
8825,3.80E-25,-1.795416432,-2.5
8826,3.80E-26,-2.026389542,-2.4
8827,3.80E-27,-2.237115637,-2.3
8828,3.80E-28,-2.425489211,-2.2
8829,3.80E-29,-2.5896281,-2.1
8830,3.80E-30,-2.72789228,-2
8831,3.80E-31,-2.838900263,-1.9
8832,3.80E-32,-2.921542893,-1.8
8833,3.80E-33,-2.974994431,-1.7
8834,3.80E-34,-2.998720809,-1.6
8835,3.80E-35,-2.99248496,-1.5
8836,3.80E-36,-2.95634919,-1.4
8837,3.80E-37,-2.890674556,-1.3
8838,3.80E-38,-2.796117258,-1.2
8839,3.80E-39,-2.67362208,-1.1
8840,3.80E-40,-2.524412954,-1
8841,3.80E-41,-2.349980729,-0.9
8842,3.80E-42,-2.152068273,-0.8
8843,3.80E-43,-1.932653062,-0.7
8844,3.80E-44,-1.69392742,-0.6
8845,3.80E-45,-1.438276616,-0.5
8846,3.80E-46,-1.168255027,-0.4
8847,3.80E-47,-0.88656062,-0.3
8848,3.80E-48,-0.596007992,-0.2
8849,3.80E-49,-0.29950025,-0.1
8850,3.80E-50,1.14E-49,0
8851,3.80E-51,0.29950025,0.1
8852,3.80E-52,0.596007992,0.2
8853,3.80E-53,0.88656062,0.3
8854,3.80E-54,1.168255027,0.4
8855,3.80E-55,1.438276616,0.5
8856,3.80E-56,1.69392742,0.6
8857,3.80E-57,1.932653062,0.7
8858,3.80E-58,2.152068273,0.8
8859,3.80E-59,2.349980729,0.9
8860,3.80E-60,2.524412954,1
8861,3.80E-61,2.67362208,1.1
8862,3.80E-62,2.796117258,1.2
8863,3.80E-63,2.890674556,1.3
8864,3.80E-64,2.95634919,1.4
8865,3.80E-65,2.99248496,1.5
8866,3.80E-66,2.998720809,1.6
8867,3.80E-67,2.974994431,1.7
8868,3.80E-68,2.921542893,1.8
8869,3.80E-69,2.838900263,1.9
8870,3.80E-70,2.72789228,2
8871,3.80E-71,2.5896281,2.1
8872,3.80E-72,2.425489211,2.2
8873,3.80E-73,2.237115637,2.3
8874,3.80E-74,2.026389542,2.4
8875,3.80E-75,1.795416432,2.5
8876,3.80E-76,1.546504115,2.6
8877,3.80E-77,1.282139641,2.7
8878,3.80E-78,1.00496445,2.8
8879,3.80E-79,0.717747988,2.9
8880,3.80E-80,0.423360024,3
8881,3.80E-81,0.124741987,3.1
8882,3.80E-82,-0.17512243,3.2
8883,3.80E-83,-0.473237082,3.3
8884,3.80E-84,-0.766623306,3.4
8885,3.80E-85,-1.052349683,3.5
8886,3.80E-86,-1.32756133,3.6
8887,3.80E-87,-1.589508423,3.7
8888,3.80E-88,-1.835573673,3.8
8889,3.80E-89,-2.063298478,3.9
8890,3.80E-90,-2.270407486,4
8891,3.80E-91,-2.454831333,4.1
8892,3.80E-92,-2.614727317,4.2
8893,3.80E-93,-2.74849781,4.3
8894,3.80E-94,-2.854806222,4.4
8895,3.80E-95,-2.932590353,4.5
8896,3.80E-96,-2.981073011,4.6
8897,3.80E-97,-2.999769773,4.7
8898,3.80E-98,-2.988493827,4.8
8899,3.80E-99,-2.947357838,4.9
8900,3.9,-2.67362208,-5
8901,0.39,2.938767493,-4.9
8902,0.039,2.996456151,-4.8
8903,0.0039,2.999602012,-4.7
8904,0.00039,2.980941566,-4.6
8905,3.90E-05,2.932565688,-4.5
8906,3.90E-06,2.854802626,-4.4
8907,3.90E-07,2.748497341,-4.3
8908,3.90E-08,2.61472726,-4.2
8909,3.90E-09,2.454831326,-4.1
8910,3.90E-10,2.270407485,-4
8911,3.90E-11,2.063298477,-3.9
8912,3.90E-12,1.835573673,-3.8
8913,3.90E-13,1.589508423,-3.7
8914,3.90E-14,1.32756133,-3.6
8915,3.90E-15,1.052349683,-3.5
8916,3.90E-16,0.766623306,-3.4
8917,3.90E-17,0.473237082,-3.3
8918,3.90E-18,0.17512243,-3.2
8919,3.90E-19,-0.124741987,-3.1
8920,3.90E-20,-0.423360024,-3
8921,3.90E-21,-0.717747988,-2.9
8922,3.90E-22,-1.00496445,-2.8
8923,3.90E-23,-1.282139641,-2.7
8924,3.90E-24,-1.546504115,-2.6
8925,3.90E-25,-1.795416432,-2.5
8926,3.90E-26,-2.026389542,-2.4
8927,3.90E-27,-2.237115637,-2.3
8928,3.90E-28,-2.425489211,-2.2
8929,3.90E-29,-2.5896281,-2.1
8930,3.90E-30,-2.72789228,-2
8931,3.90E-31,-2.838900263,-1.9
8932,3.90E-32,-2.921542893,-1.8
8933,3.90E-33,-2.974994431,-1.7
8934,3.90E-34,-2.998720809,-1.6
8935,3.90E-35,-2.99248496,-1.5
8936,3.90E-36,-2.95634919,-1.4
8937,3.90E-37,-2.890674556,-1.3
8938,3.90E-38,-2.796117258,-1.2
8939,3.90E-39,-2.67362208,-1.1
8940,3.90E-40,-2.524412954,-1
8941,3.90E-41,-2.349980729,-0.9
8942,3.90E-42,-2.152068273,-0.8
8943,3.90E-43,-1.932653062,-0.7
8944,3.90E-44,-1.69392742,-0.6
8945,3.90E-45,-1.438276616,-0.5
8946,3.90E-46,-1.168255027,-0.4
8947,3.90E-47,-0.88656062,-0.3
8948,3.90E-48,-0.596007992,-0.2
8949,3.90E-49,-0.29950025,-0.1
8950,3.90E-50,1.17E-49,0
8951,3.90E-51,0.29950025,0.1
8952,3.90E-52,0.596007992,0.2
8953,3.90E-53,0.88656062,0.3
8954,3.90E-54,1.168255027,0.4
8955,3.90E-55,1.438276616,0.5
8956,3.90E-56,1.69392742,0.6
8957,3.90E-57,1.932653062,0.7
8958,3.90E-58,2.152068273,0.8
8959,3.90E-59,2.349980729,0.9
8960,3.90E-60,2.524412954,1
8961,3.90E-61,2.67362208,1.1
8962,3.90E-62,2.796117258,1.2
8963,3.90E-63,2.890674556,1.3
8964,3.90E-64,2.95634919,1.4
8965,3.90E-65,2.99248496,1.5
8966,3.90E-66,2.998720809,1.6
8967,3.90E-67,2.974994431,1.7
8968,3.90E-68,2.921542893,1.8
8969,3.90E-69,2.838900263,1.9
8970,3.90E-70,2.72789228,2
8971,3.90E-71,2.5896281,2.1
8972,3.90E-72,2.425489211,2.2
8973,3.90E-73,2.237115637,2.3
8974,3.90E-74,2.026389542,2.4
8975,3.90E-75,1.795416432,2.5
8976,3.90E-76,1.546504115,2.6
8977,3.90E-77,1.282139641,2.7
8978,3.90E-78,1.00496445,2.8
8979,3.90E-79,0.717747988,2.9
8980,3.90E-80,0.423360024,3
8981,3.90E-81,0.124741987,3.1
8982,3.90E-82,-0.17512243,3.2
8983,3.90E-83,-0.473237082,3.3
8984,3.90E-84,-0.766623306,3.4
8985,3.90E-85,-1.052349683,3.5
8986,3.90E-86,-1.32756133,3.6
8987,3.90E-87,-1.589508423,3.7
8988,3.90E-88,-1.835573673,3.8
8989,3.90E-89,-2.063298478,3.9
8990,3.90E-90,-2.270407486,4
8991,3.90E-91,-2.454831333,4.1
8992,3.90E-92,-2.614727317,4.2
8993,3.90E-93,-2.74849781,4.3
8994,3.90E-94,-2.854806222,4.4
8995,3.90E-95,-2.932590353,4.5
8996,3.90E-96,-2.981073011,4.6
8997,3.90E-97,-2.999769773,4.7
8998,3.90E-98,-2.988493827,4.8
8999,3.90E-99,-2.947357838,4.9
9000,4,-2.524412954,-5
9001,0.4,2.932590353,-4.9
9002,0.04,2.996600428,-4.8
9003,0.004,2.999597111,-4.7
9004,0.0004,2.980938189,-4.6
9005,4.00E-05,2.932565055,-4.5
9006,4.00E-06,2.854802534,-4.4
9007,4.00E-07,2.748497329,-4.3
9008,4.00E-08,2.614727258,-4.2
9009,4.00E-09,2.454831326,-4.1
9010,4.00E-10,2.270407485,-4
9011,4.00E-11,2.063298477,-3.9
9012,4.00E-12,1.835573673,-3.8
9013,4.00E-13,1.589508423,-3.7
9014,4.00E-14,1.32756133,-3.6
9015,4.00E-15,1.052349683,-3.5
9016,4.00E-16,0.766623306,-3.4
9017,4.00E-17,0.473237082,-3.3
9018,4.00E-18,0.17512243,-3.2
9019,4.00E-19,-0.124741987,-3.1
9020,4.00E-20,-0.423360024,-3
9021,4.00E-21,-0.717747988,-2.9
9022,4.00E-22,-1.00496445,-2.8
9023,4.00E-23,-1.282139641,-2.7
9024,4.00E-24,-1.546504115,-2.6
9025,4.00E-25,-1.795416432,-2.5
9026,4.00E-26,-2.026389542,-2.4
9027,4.00E-27,-2.237115637,-2.3
9028,4.00E-28,-2.425489211,-2.2
9029,4.00E-29,-2.5896281,-2.1
9030,4.00E-30,-2.72789228,-2
9031,4.00E-31,-2.838900263,-1.9
9032,4.00E-32,-2.921542893,-1.8
9033,4.00E-33,-2.974994431,-1.7
9034,4.00E-34,-2.998720809,-1.6
9035,4.00E-35,-2.99248496,-1.5
9036,4.00E-36,-2.95634919,-1.4
9037,4.00E-37,-2.890674556,-1.3
9038,4.00E-38,-2.796117258,-1.2
9039,4.00E-39,-2.67362208,-1.1
9040,4.00E-40,-2.524412954,-1
9041,4.00E-41,-2.349980729,-0.9
9042,4.00E-42,-2.152068273,-0.8
9043,4.00E-43,-1.932653062,-0.7
9044,4.00E-44,-1.69392742,-0.6
9045,4.00E-45,-1.438276616,-0.5
9046,4.00E-46,-1.168255027,-0.4
9047,4.00E-47,-0.88656062,-0.3
9048,4.00E-48,-0.596007992,-0.2
9049,4.00E-49,-0.29950025,-0.1
9050,4.00E-50,1.20E-49,0
9051,4.00E-51,0.29950025,0.1
9052,4.00E-52,0.596007992,0.2
9053,4.00E-53,0.88656062,0.3
9054,4.00E-54,1.168255027,0.4
9055,4.00E-55,1.438276616,0.5
9056,4.00E-56,1.69392742,0.6
9057,4.00E-57,1.932653062,0.7
9058,4.00E-58,2.152068273,0.8
9059,4.00E-59,2.349980729,0.9
9060,4.00E-60,2.524412954,1
9061,4.00E-61,2.67362208,1.1
9062,4.00E-62,2.796117258,1.2
9063,4.00E-63,2.890674556,1.3
9064,4.00E-64,2.95634919,1.4
9065,4.00E-65,2.99248496,1.5
9066,4.00E-66,2.998720809,1.6
9067,4.00E-67,2.974994431,1.7
9068,4.00E-68,2.921542893,1.8
9069,4.00E-69,2.838900263,1.9
9070,4.00E-70,2.72789228,2
9071,4.00E-71,2.5896281,2.1
9072,4.00E-72,2.425489211,2.2
9073,4.00E-73,2.237115637,2.3
9074,4.00E-74,2.026389542,2.4
9075,4.00E-75,1.795416432,2.5
9076,4.00E-76,1.546504115,2.6
9077,4.00E-77,1.282139641,2.7
